客户编号,工作日上班电话时长,工作日下班电话时长,周末电话时长,国际电话时长,总电话时长,平均每次通话时长
K170740,414,307.5,42,239.190536,763.5,3.14197530864198
K170770,484.8,359.7,37.2,246.358287,881.7,2.31417322834646
K170780,567.6,275.4,27.6,261.608294,870.6,3.01245674740484
K170790,577.799999,110.700001,67.5,182.410408,756,3.89690721649485
K170890,512.4,213.3,34,210.441327,759.7,4.41686046511628
K171570,1208.399999,538.500001,34.200001,409.587906,1781.100001,1.8155963312946
K171640,1616.399999,100.8,9.6,534.018974,1726.799999,2.15311720573566
K171690,1170.6,414.6,45,528.000849,1630.2,2.26102635228849
K171750,1108.799999,249.599999,47,389.162842,1405.399998,2.81643286172345
K171790,966.599999,449.700001,52,332.480082,1468.3,2.65036101083032
K171820,878.4,356.4,75,417.024619,1309.8,1.92334801762115
K171910,1487.4,242.4,22.2,513.087298,1752,2.02543352601156
K171930,1160.400001,218.400001,51,432.983689,1429.800002,1.86171875260417
K171980,943.799999,165.9,28,337.286193,1137.699999,2.03888888709677
K171990,722.4,412.8,39,229.071897,1174.2,1.8608557844691
K172090,2056.8,462,26,470.727033,2544.8,2.17876712328767
K172280,1059,473.1,115.8,399.702777,1647.9,2.38135838150289
K172300,783,416.1,50.500001,232.316455,1249.600001,2.66439232622601
K172350,711.6,507.300001,58.800001,366.682392,1277.700002,1.77705146314325
K172490,1138.8,224.4,49.8,463.116603,1413,1.88651535380507
K172530,1636.200001,145.499999,44.4,457.031484,1826.1,2.27693266832918
K172680,663.6,551.4,8.4,368.11396,1223.4,2.14255691768827
K172780,765,541.499999,23,236.51304,1329.499999,1.98432835671642
K172830,1085.4,279.9,55.8,212.247728,1421.1,1.94938271604938
K172890,2394,123,5,662.415312,2522,1.61770365618987
K172960,733.8,391.8,28,357.405468,1153.6,2.53538461538462
K173250,1437,366,114.600001,397.274495,1917.600001,2.07308108216216
K173290,688.2,539.4,40.2,338.56029,1267.8,2.90779816513761
K173460,1312.200001,311.7,50.4,232.729869,1674.300001,1.95595794509346
K173520,1258.2,127.499999,76.2,313.716368,1461.899999,1.95180240186916
K173560,866.4,568.8,78,282.466001,1513.2,1.76363636363636
K173660,1381.200001,161.4,8.4,394.427909,1551.000001,2.06800000133333
K173720,1084.199999,549.600002,90,464.846787,1723.800001,2.92665534974533
K173790,547.199999,492.6,8,224.736744,1047.799999,3.76906474460432
K173900,928.200001,709.500001,76.200001,211.014372,1713.900003,1.97000000344828
K173950,769.8,707.7,40.8,460.41091,1518.3,2.20683139534884
K174090,704.4,317.1,70.2,308.014832,1091.7,1.93221238938053
K174160,808.199999,189.9,26.4,250.372705,1024.499999,2.54850746019901
K174180,851.399999,333.600001,66.600001,370.158769,1251.600001,1.64036697378768
K174200,1333.799999,330.9,65.399999,243.535587,1730.099998,1.81733193067227
K174360,1203.599999,525,7.5,501.296689,1736.099999,2.88388704152824
K174430,2084.4,476.100001,28.199999,302.477247,2588.7,2.44678638941399
K174550,854.4,620.100001,19.2,242.090204,1493.700001,1.75522914336075
K174570,1650.6,453.3,12,690.78869,2115.9,1.96462395543176
K174630,864,486.600001,37,213.672913,1387.600001,2.15465838664596
K174780,819.599999,486.9,73.799999,306.367151,1380.299998,2.77726357746479
K174860,1209,19.200001,27.6,362.989726,1255.800001,2.27088607775769
K174930,1032.6,573.899999,89.5,261.230948,1695.999999,2.17715019127086
K174940,733.2,537.3,46,419.356697,1316.5,2.24658703071672
K175100,1162.8,402.6,16.5,389.111003,1581.9,1.64438669438669
K175130,1389.6,678,21.6,237.084784,2089.2,2.27581699346405
K175150,870.600001,586.500001,98,328.861534,1555.100002,1.72597114539401
K175280,1722.6,155.100001,32,339.42037,1909.700001,2.31759708859223
K175290,1029.600001,238.800001,83.399999,439.654959,1351.800001,1.82922868876861
K175310,1050.6,370.2,47,364.06027,1467.8,2.65905797101449
K175370,1570.800001,122.399999,66.600001,569.089899,1759.800001,2.05344224154026
K175430,2117.4,207.6,22.2,611.632417,2347.2,2.15142071494042
K175450,905.4,235.5,19.8,218.407277,1160.7,2.2669921875
K175460,1242.599999,316.8,48,498.64818,1607.399999,2.43915022610015
K175490,2169,262.2,81,333.209732,2512.2,1.93543913713405
K175630,1852.8,309,14,497.265289,2175.8,1.85807002561913
K175680,913.799999,590.4,96,413.434405,1600.199999,2.03847133630573
K175690,2329.799999,119.7,46.2,731.639129,2495.699999,1.60701867289118
K175720,1395,258,56,197.966947,1709,2.24278215223097
K175940,715.800001,342,129.6,280.269812,1187.400001,2.27471264559387
K176060,721.799999,310.5,40.200001,307.965317,1072.5,2.17545638945233
K176120,976.800001,577.5,62.4,435.656417,1616.700001,2.74016949322034
K176210,1324.2,391.8,4.8,375.86091,1720.8,1.65143953934741
K176250,1073.4,94.2,36.6,328.755423,1204.2,1.82178517397882
K176420,1055.400001,199.200001,37.799999,212.029014,1292.400001,2.51439688910506
K176450,1695.599999,237.9,133.5,293.206876,2066.999999,1.87398005349048
K176460,750.6,154.800001,117,208.827392,1022.400001,2.37767442093023
K176480,631.8,326.399999,75,189.119398,1033.199999,2.20769230555556
K176510,989.4,83.699999,128.4,180.610933,1201.499999,1.97290640229885
K176640,1069.2,93.3,118.2,202.525467,1280.7,2.12388059701493
K176660,1909.799999,359.7,32,201.885886,2301.499999,1.76766512980031
K176810,1027.8,174.6,38.4,194.128949,1240.8,2.13931034482759
K176860,1093.8,561,28.8,528.204517,1683.6,3.11201478743068
K176960,1578.600001,292.200001,45.600001,231.274924,1916.400003,2.190171432
K176990,1140,83.399999,21,305.767311,1244.399999,2.3216417891791
K177020,1491,420.9,29.4,569.32578,1941.3,2.84231332357247
K177030,754.799999,515.1,47,323.966241,1316.899999,2.58215686078431
K177040,675,577.8,78.6,269.95682,1331.4,1.69174078780178
K177080,2481.600001,177.299999,52.8,604.638896,2711.7,2.18861985472155
K177130,1248.599999,135.300001,25.200001,307.538078,1409.100001,1.9171428585034
K177280,2424,67.2,70,767.736251,2561.2,2.20793103448276
K177380,1437,504.6,16.199999,471.044749,1957.799999,2.09390374224599
K177530,1215,430.200001,46,481.706322,1691.200001,2.16265984782609
K177650,1101,268.2,18,454.814223,1387.2,1.98739255014327
K177740,768,252,56.400001,346.257368,1076.400001,2.17016129233871
K177770,1287.599999,229.5,36,256.644715,1553.099999,1.80174013805104
K177920,858,120,106.5,346.023581,1084.5,2.06571428571429
K178070,988.2,158.100001,50.4,308.027447,1196.700001,1.84107692461538
K178200,2004,217.8,45.6,187.933948,2267.4,2.21642228739003
K178230,793.8,579.6,39.6,451.120313,1413,2.48767605633803
K178280,688.799999,337.799999,145.200001,263.688795,1171.799999,2.09999999820789
K178290,1095,839.400001,21,618.223755,1955.400001,3.25900000166667
K178390,1710.6,286.199999,130.199999,649.85637,2126.999998,2.17707266939611
K178420,1174.200001,94.5,44,230.218834,1312.700001,2.23248299489796
K178490,976.8,48.299999,10.2,288.942446,1035.299999,1.64856687738854
K178500,979.200001,512.700001,63,238.056724,1554.900002,1.75298760090192
K178530,1657.2,324.899999,90.6,483.889136,2072.699999,2.44710743683589
K178570,1028.4,401.4,25,431.485579,1454.8,2.65474452554745
K178600,1214.4,23.1,87,308.068424,1324.5,1.84986033519553
K178850,1080.6,152.1,79.200001,355.687972,1311.900001,2.41602210128913
K178940,1254,354.6,27,242.818238,1635.6,2.85944055944056
K179000,658.2,390.9,33,234.937921,1082.1,1.79155629139073
K179090,1398.6,510.6,19.8,460.461804,1929,3.10128617363344
K179160,1048.799999,422.400001,31.200001,325.903336,1502.400001,2.36971608990536
K179250,1443.6,337.8,128.4,235.479442,1909.8,2.10794701986755
K179340,603.6,442.5,117,222.373214,1163.1,3.69238095238095
K179390,2084.400001,742.5,55.800001,259.22658,2882.700002,2.10569759094229
K179400,1363.199999,124.800001,130,384.269938,1618,2.49691358024691
K179530,984.6,22.799999,2.4,215.162348,1009.799999,1.60031695562599
K179560,642.6,450.3,34.499999,339.966817,1127.399999,3.92822299303136
K179570,720.600001,438.900001,42.600001,317.298393,1202.100003,2.27670455113636
K179580,1795.8,594,52.8,270.842303,2442.6,2.37145631067961
K179650,1200,468.899999,61.2,400.055996,1730.099999,2.01408614551804
K179670,883.199999,360.299999,3,273.907789,1246.499998,2.73355262719298
K179720,791.4,491.699999,27,359.105778,1310.099999,2.58402366666667
K179750,1674,31.500001,81,256.314526,1786.500001,2.43724420327422
K179760,766.799999,226.799999,52.799999,259.392362,1046.399997,1.86524063636364
K179830,1658.399999,40.5,17,410.614183,1715.899999,1.65627413030888
K179940,1291.199999,298.199999,112,317.699727,1701.399998,2.0303102601432
K179960,1011,591,118.200001,292.191984,1720.200001,1.7734020628866
K180100,689.4,512.7,98.4,359.185185,1300.5,2.23838209982788
K180130,2460,573.3,60.6,1014.818532,3093.9,2.82806215722121
K180170,1139.4,179.699999,142.2,411.322926,1461.299999,2.04092178631285
K180240,723,585.899999,72,197.287444,1380.899999,1.98976945100865
K180340,1222.800001,300.899999,33.6,360.961199,1557.3,2.84178832116788
K180490,1269.599999,663.3,30,314.004096,1962.899999,3.20735293954248
K180610,980.4,21.300001,124.2,267.148269,1125.900001,2.70000000239808
K180780,2008.8,64.8,31,336.926119,2104.6,1.55665680473373
K180830,915,450,61,418.677901,1426,1.83762886597938
K180900,751.8,343.2,27,182.129909,1122,2.43913043478261
K181070,1433.399999,250.800001,20.4,395.308971,1704.6,1.82896995708154
K181140,687,523.8,32.4,238.714215,1243.2,2.23195691202873
K181200,725.4,624.899999,64.500001,347.010498,1414.8,2.10849478390462
K181350,1057.2,421.499999,15,262.097658,1493.699999,2.69135134954955
K181380,1104,82.2,57,270.265119,1243.2,2.55802469135802
K181400,2281.2,84.299999,60.6,490.210111,2426.099999,1.87778637693498
K181470,1017.6,516.3,68,527.853148,1601.9,1.89126328217237
K181490,1113.600001,272.7,16.200001,364.757371,1402.500002,2.65122873724008
K181600,1699.2,446.4,34,449.841583,2179.6,2.21729399796541
K181820,651.6,424.8,36.500001,254.020947,1112.900001,2.6624401937799
K181860,1612.8,477,61.8,629.831044,2151.6,1.69818468823994
K181890,1656,263.100001,18.6,300.918002,1937.700001,1.72393238523132
K181940,1307.4,139.8,33,260.71323,1480.2,2.61519434628975
K182090,670.799999,300,49.799999,325.656028,1020.599998,2.38457943457944
K182250,1368.6,285,36.500001,505.989118,1690.100001,2.43530259510087
K182270,1060.8,307.8,33,303.909663,1401.6,1.66857142857143
K182310,953.399999,581.7,33,424.329233,1568.099999,2.17791666527778
K182540,552,524.4,19.5,197.296312,1095.9,2.96189189189189
K182560,1165.800001,959.399999,26.399999,540.684794,2151.599999,3.60402009882747
K182570,1416,603,48.5,537.770209,2067.5,2.66087516087516
K182590,904.2,230.700001,31.2,236.863106,1166.100001,2.68686636175115
K182610,620.4,401.1,33,334.211214,1054.5,2.27753779697624
K182650,1868.4,189,119.4,574.289359,2176.8,3.14566473988439
K182850,1389,146.4,60.6,237.534015,1596,2.67785234899329
K183040,1234.2,293.099999,100.8,537.010652,1628.099999,1.71378947263158
K183110,1966.199999,557.7,79.500001,355.112156,2603.4,2.4468045112782
K183120,1398.600001,655.500002,50,649.852701,2104.100003,1.96277985354478
K183200,1124.399999,583.499999,24.600001,337.534991,1732.499999,3.6861702106383
K183290,1327.800001,115.5,39,210.430567,1482.300001,2.55568965689655
K183390,1028.4,430.200001,54.6,293.118481,1513.200001,2.52200000166667
K183440,548.399999,427.2,100.8,216.160383,1076.399999,2.87807486363636
K183610,954.600001,439.500001,21,425.553525,1415.100002,3.65658915245478
K183730,1983.600001,351.3,43,585.555287,2377.900001,3.04858974487179
K184010,862.799999,203.4,35.4,268.316438,1101.599999,2.54999999768519
K184110,1027.2,57,64.8,337.743302,1149,1.915
K184550,919.800001,115.800001,23,342.237589,1058.600002,2.73540052196382
K184660,1036.2,131.099999,111.499999,375.923553,1278.799998,2.59918698780488
K184860,1263.600001,448.5,152,246.440425,1864.100001,2.29004914127764
K184920,986.4,630.299999,49.499999,488.949636,1666.199998,2.35338982768362
K184980,1430.4,374.1,23,372.44257,1827.5,2.13243873978996
K185010,997.8,48.3,30.6,303.977881,1076.7,1.59747774480712
K185150,661.8,256.8,116.400001,331.741395,1035.000001,1.81260945884413
K185180,635.399999,309,56.399999,250.749216,1000.799998,2.69757411859838
K185270,852,325.5,106,196.104204,1283.5,3.06324582338902
K185400,798.6,494.100001,3.6,410.311173,1296.300001,2.75808510851064
K185520,1057.199999,66.6,48,362.926494,1171.799999,2.9004950470297
K185580,939,293.1,124.499999,292.40379,1356.599999,2.06170212613982
K185710,995.4,205.5,138,303.272989,1338.9,1.89645892351275
K185900,1479.6,741.3,24.6,469.751994,2245.5,1.77790973871734
K185930,950.399999,358.8,20,354.648993,1329.199999,2.16130081138211
K186080,1104.600001,411.600001,6,430.335619,1522.200002,2.09958620965517
K186120,1794.599999,372.9,142.2,233.007592,2309.699999,2.19553231844106
K186170,618,575.700001,18,396.724786,1211.700001,1.96704545616883
K186260,1012.2,726.899999,30,293.211328,1769.099999,2.33083003820817
K186300,646.8,506.7,68.4,230.760223,1221.9,3.02450495049505
K186360,709.199999,257.399998,38.399998,251.012299,1004.999995,1.98224851084813
K186440,644.4,357.9,45,196.309737,1047.3,1.70848287112561
K186840,1093.2,418.8,60.599999,484.795327,1572.599999,1.88787514885954
K186870,789,204.300001,53.4,185.160383,1046.700001,2.1060362193159
K187120,1162.8,56.1,37.5,299.972736,1256.4,3.78433734939759
K187380,1227,241.499999,87.6,210.40759,1556.099999,4.75871559327217
K187700,1683,590.7,39,432.475675,2312.7,2.93489847715736
K187850,1248,291.9,144.599999,540.277941,1684.499999,3.66993463834423
K187960,1531.2,243.6,21,589.955402,1795.8,5.75576923076923
K188280,683.4,442.2,81,240.824113,1206.6,3.5698224852071
K188350,885.6,403.500001,45,405.991138,1334.100001,4.78172043369176
K188400,1122.6,254.4,95,292.342515,1472,4.04395604395604
K188540,1243.199999,183.3,69,326.274182,1495.499999,6.12909835655738
K188570,1683,127.2,29.4,345.914079,1839.6,5.3014409221902
K188580,1170.6,105.3,99,280.895226,1374.9,3.55271317829457
K188620,1960.8,117.3,48,420.342563,2126.1,7.23163265306122
K188650,724.8,538.8,63,294.769302,1326.6,3.63452054794521
K188660,1180.200001,104.4,121.200001,323.919729,1405.800002,6.00769231623932
K188800,912.599999,610.800001,40.199999,443.944186,1563.599999,3.51370786292135
K188860,750.599999,190.799999,66,186.283806,1007.399998,3.96614172440945
K188930,994.2,565.8,9.600001,228.751943,1569.600001,3.14549098396794
K188950,1923,192,39,450.957104,2154,9.57333333333333
K189000,931.199999,163.199999,122.4,254.526471,1216.799998,6.43809522751323
K189090,655.199999,386.1,88.800001,280.152158,1130.1,3.25677233429395
K189100,1363.2,260.7,23.399999,386.881594,1647.299999,3.3481707296748
K189110,1358.4,217.799999,58.200001,400.822395,1634.4,3.52241379310345
K189250,736.8,272.399999,92,323.692712,1101.199999,2.69901960539216
K189300,1410.599999,568.799999,41.4,549.535926,2020.799998,2.3525029080326
K189350,1396.199999,273,16.199999,385.153145,1685.399998,3.67991265938865
K189550,1066.199999,116.399999,112.199999,244.318522,1294.799997,2.96972476376147
K189570,1180.199999,150.300001,64.800001,326.980715,1395.300001,3.81229508469945
K189580,1701,760.2,46.8,784.549274,2508,5.09756097560976
K189590,1492.199999,430.5,56,431.634449,1978.699999,6.20282131347962
K189600,852,765.6,14.4,454.390997,1632,3.23809523809524
K189630,1083,180,156.6,274.973145,1419.6,5.98987341772152
K189700,1307.4,310.2,30,509.542689,1647.6,5.76083916083916
K189960,986.4,480.899999,5.4,405.23228,1472.699999,3.34704545227273
K190170,1732.200001,591,40.799999,527.01662,2364,3.97310924369748
K190270,1386.6,217.199999,13,301.902201,1616.799999,20.7282051153846
K190320,969.600001,621.899999,43.499999,311.146482,1634.999999,4.47945205205479
K190420,896.4,423.3,146.4,351.472049,1466.1,6.26538461538462
K190470,850.8,171,3,329.132268,1024.8,2.85459610027855
K190490,1335,421.199999,32,360.309175,1788.199999,3.78855931991525
K190590,1257.6,231,60,496.736361,1548.6,6.29512195121951
K190850,1871.400002,215.400002,88.8,519.34887,2175.600004,3.75103448965517
K190880,1024.2,53.399999,18.5,284.37389,1096.099999,6.48579881065089
K191040,1532.4,495.9,58.800001,540.892473,2087.100001,4.40316455907173
K191380,1176.599999,412.800001,24,268.363957,1613.4,3.7696261682243
K191470,970.8,214.500001,32.400001,242.463163,1217.700002,5.66372093953488
K191550,776.399999,660,26.399999,368.447744,1462.799998,2.64520795298372
K191640,600.600001,360.600001,60.600001,221.454965,1021.800003,4.54133334666667
K191650,1552.2,407.100001,4.2,315.22723,1963.500001,4.74275362560387
K191710,1143.600001,508.200001,63,189.64098,1714.800002,4.83042254084507
K191860,1795.8,260.4,29.4,286.645725,2085.6,3.61455805892548
K191900,697.8,366,22.2,282.935032,1086,4.68103448275862
K191970,1137.6,579.899998,16.199999,473.697875,1733.699997,4.53848166753927
K192060,2467.8,460.8,54.6,723.763086,2983.2,5.65
K192170,858,306.899999,144,315.604886,1308.899999,4.05232197832817
K192180,515.4,417,83.4,269.106243,1015.8,5.52065217391304
K192240,680.4,531.900001,29.4,371.081752,1241.700001,3.7176646736527
K192280,700.8,532.500002,80.500002,283.125964,1313.800004,5.78766521585903
K192340,1485,403.499998,21,238.769376,1909.499998,9.99738218848167
K192380,1381.2,127.8,25.5,473.699545,1534.5,4.52654867256637
K192530,1083,75,24.6,240.059584,1182.6,7.58076923076923
K192540,1611.6,360.6,12,369.647251,1984.2,3.2796694214876
K192550,928.8,465.899999,16.5,388.096193,1411.199999,8.81999999375
K192560,1278.600001,357.3,51.5,381.668355,1687.400001,4.28274111928934
K192570,1000.799999,153,42.6,313.324115,1196.399999,3.66993864723926
K192600,1447.8,471.3,46,617.530908,1965.1,4.64562647754137
K192630,1225.199999,417,90,402.442707,1732.199999,3.14373865517241
K192740,828,535.8,65.4,288.462693,1429.2,4.01460674157303
K192790,1124.4,93,50.4,399.260078,1267.8,7.97358490566038
K192990,1761,287.700002,48,524.734896,2096.700002,4.01666667049808
K193080,1591.2,399.9,40.8,343.397391,2031.9,5.14405063291139
K193160,1594.200001,96.900002,51,533.626914,1742.100003,3.26848030581613
K193230,1060.799999,787.200001,25.799999,210.093542,1873.799999,7.67950819262295
K193290,799.2,298.8,10.8,277.395589,1108.8,9.24
K193350,803.4,339,52.5,309.68211,1194.9,3.38498583569405
K193560,654.599999,321,93.599999,326.174035,1069.199998,3.54039734437086
K193570,768.6,372.9,42,250.612434,1183.5,5.0793991416309
K193710,1474.8,86.399999,24,224.639584,1585.199999,8.04670050253807
K193770,2188.2,132.9,25,734.139472,2346.1,6.82005813953488
K193800,2331,265.500001,70.8,837.282459,2667.300001,4.24729299522293
K193910,1731,429.600001,99.600001,304.155141,2260.200002,4.2806818219697
K193920,1313.4,137.4,35.500001,226.461055,1486.300001,4.35865102932551
K193970,958.2,424.5,67.2,259.902771,1449.9,4.09576271186441
K193980,837,364.800001,43.199999,328.885633,1245,9.80314960629921
K194130,1476.600001,401.399999,7.799999,472.428853,1885.799999,5.46608695362319
K194200,625.799998,470.099999,82.200002,191.568616,1178.099999,5.69130434299517
K194290,1165.199999,521.1,30,349.779778,1716.299999,4.48120104177546
K194370,1337.400001,446.400001,55.2,292.960921,1839.000002,6.04934211184211
K194460,1873.8,349.8,93,492.908313,2316.6,6.435
K194570,1656.599999,72.9,64.2,317.321192,1793.699999,3.44280230134357
K194590,1476.600001,340.200001,62.5,604.346335,1879.300002,4.83110540359897
K194860,1726.2,500.700001,55.8,667.909339,2282.700001,10.6668224345794
K195070,1322.399999,231.3,16.5,372.806521,1570.199999,8.13575129015544
K195240,1747.8,233.099999,121.5,554.343343,2102.399999,4.31704311909651
K195250,1373.4,369.9,67.500001,217.144915,1810.800001,3.62885771743487
K195280,658.8,396.3,14,189.090434,1069.1,2.30907127429806
K195320,666.6,489.6,17.5,318.301335,1173.7,3.35342857142857
K195340,604.2,309.9,105,229.696376,1019.1,3.24554140127389
K195360,1543.2,609,69,401.518149,2221.2,4.59875776397516
K195400,1315.8,257.7,32.5,344.542801,1606,5.44406779661017
K195630,1111.799999,179.4,156.6,259.876278,1447.799999,4.17233429106628
K195790,1996.800001,1020.6,45.6,775.112776,3063.000001,2.47815534061489
K195990,1152.6,179.4,32.5,409.237566,1364.5,12.0752212389381
K196120,1543.800001,631.199999,34.199999,616.277601,2209.199999,2.34025423622881
K196280,808.8,696.899999,30,311.814074,1535.699999,2.60288135423729
K196400,1714.2,285,31.2,342.30619,2030.4,8.75172413793103
K196430,1032,261.600001,128.399999,315.952456,1422,3.46829268292683
K196460,1552.8,187.8,21,458.167686,1761.6,3.8887417218543
K196490,1144.799999,186.299999,30,383.598664,1361.099998,2.95249457266811
K196650,597,476.7,24,321.812662,1097.7,4.30470588235294
K196750,1874.399999,147.600001,41,632.836752,2063,3.04277286135693
K196760,837.600002,269.699999,24,355.202029,1131.300001,7.16012658860759
K196780,1362,238.499999,158,369.537771,1758.499999,4.56753246493507
K196830,1170.6,387,39.6,485.124823,1597.2,6.09618320610687
K197100,1481.4,167.4,133,358.104084,1781.8,4.02212189616253
K197170,1698,171.6,36.6,616.951547,1906.2,11.4831325301205
K197320,887.4,220.5,3.6,250.220301,1111.5,5.02941176470588
K197370,1363.799999,142.799999,44,298.44235,1550.599998,8.16105262105263
K197390,1399.8,48.6,13.8,435.535415,1462.2,4.36477611940299
K197440,1114.8,112.500001,87.6,239.874646,1314.900001,3.67290503072626
K197470,706.8,251.7,72.6,303.897113,1031.1,4.10796812749004
K197570,762,424.5,30,379.379665,1216.5,6.0825
K197780,1219.2,271.2,51,235.570958,1541.4,3.440625
K197990,736.2,335.7,21,284.270688,1092.9,5.66269430051813
K198130,1152.6,481.499999,45,378.353237,1679.099999,6.06173284837545
K198200,706.200001,643.5,34,294.761418,1383.700001,3.97614942816092
K198240,799.8,458.7,91.8,402.911282,1350.3,2.572
K198250,2295,226.5,22,325.398314,2543.5,8.28501628664495
K198320,953.4,207.3,40.2,186.289946,1200.9,3.30826446280992
K198430,1203,141.9,121.2,211.969741,1466.1,4.59592476489028
K198440,551.399999,395.399999,81,312.934,1027.799998,4.84811319811321
K198470,1554,315.6,14.4,497.686676,1884,9.14563106796117
K198480,828.6,249.6,107.4,354.889769,1185.6,3.0875
K198630,1837.200001,60.6,33,234.082233,1930.800001,17.2392857232143
K198700,1036.200001,156.300001,83.4,258.497955,1275.900002,7.50529412941176
K198790,1261.799998,71.7,43.799998,307.311228,1377.299996,11.8732758275862
K198830,1334.4,20.1,74.4,210.793603,1428.9,2.89251012145749
K198900,1014.6,396.6,61.500001,258.36832,1472.700001,5.1493007027972
K198960,920.4,204.9,34,257.058067,1159.3,7.72866666666667
K198980,897,452.7,19,243.127694,1368.7,3.11068181818182
K199010,1101.599999,136.500001,10.2,265.72938,1248.3,10.3165289256198
K199290,1457.4,294.3,11.4,256.615069,1763.1,7.19632653061225
K199310,1749.6,126,48,290.204007,1923.6,3.73514563106796
K199340,1025.4,303.299999,48.6,380.631626,1377.299999,3.96916426224784
K199360,839.400001,204.599999,33,267.585481,1077,5.82162162162162
K199430,915.6,322.8,66,419.101843,1304.4,5.59828326180258
K199450,1644,22.8,40.5,414.969721,1707.3,12.3717391304348
K199550,1551,446.400001,42.599999,229.2621,2040,4.13793103448276
K199640,819,155.7,29,232.421547,1003.7,6.47548387096774
K199790,979.2,235.2,17,404.81221,1231.4,6.72896174863388
K199910,2019.6,711,25.199999,269.324156,2755.799999,3.44906132540676
K199930,879.6,328.5,70.8,301.40348,1278.9,8.19807692307692
K199960,533.4,463.8,17.4,230.204618,1014.6,3.04684684684685
K200040,1082.4,250.199999,179.4,418.010528,1511.999999,8.73988438728324
K200170,1902,439.2,32.4,210.146941,2373.6,6.41513513513513
K200260,1365.6,234.6,58.200001,357.370749,1658.400001,12.5636363712121
K200280,1349.4,264.300001,76,207.336765,1689.700001,5.41570513141026
K200340,1318.8,584.1,28.500001,351.504781,1931.400001,4.22625820787746
K200410,754.199999,231.6,36.6,218.115015,1022.399999,6.12215568263473
K200890,1904.4,245.7,141.6,364.270621,2291.7,3.60897637795276
K200960,998.4,278.4,148.200001,445.623118,1425.000001,3.40095465632458
K201140,933.6,233.100001,87,292.232494,1253.700001,10.4475000083333
K201190,1683,447.900001,34,583.992386,2164.900001,24.0544444555556
K201200,1074.600001,365.399999,10,186.233607,1450,6.41592920353982
K201330,702.6,532.2,57.6,280.635823,1292.4,5.25365853658537
K201370,888.599999,594.9,37.800001,306.51577,1521.3,11.793023255814
K201420,794.4,265.199999,64.800001,308.011548,1124.4,6.28156424581006
K201690,973.8,25.500001,10.8,211.665997,1010.100001,5.31631579473684
K202030,1414.8,122.4,15.6,290.342554,1552.8,4.0755905511811
K202090,907.2,757.2,21,265.895292,1685.4,4.74760563380282
K202540,1747.799999,76.799999,48,537.882018,1872.599998,3.62205028626693
K202570,1039.2,757.2,102.6,213.416472,1899,4.04042553191489
K202670,1066.2,215.100001,72.6,204.965428,1353.900001,2.98874172406181
K202860,750.6,277.200001,31.200001,275.271209,1059.000002,4.83561644748858
K202990,1728.600001,177,48,239.443738,1953.600001,3.93078471026157
K203080,1671.6,569.4,37.2,412.762947,2278.2,5.84153846153846
K203160,2073,100.500001,53.4,215.459557,2226.900001,25.0213483258427
K203170,2224.799999,480.900001,42.6,181.48726,2748.3,14.0219387755102
K203240,1413.6,264.6,26,499.139174,1704.2,15.9271028037383
K203280,1641,495.3,75,519.608754,2211.3,12.2171270718232
K203500,1537.2,335.699999,81,457.059471,1953.899999,8.96284403211009
K203580,1702.8,268.2,11.4,250.460484,1982.4,53.5783783783784
K203730,1426.2,226.5,31,309.918058,1683.7,13.3626984126984
K203760,753.6,459.6,24,345.191147,1237.2,4.54852941176471
K203940,1011,459.300001,64.800001,382.685293,1535.100002,4.75263158513932
K204090,1027.8,141.9,64.8,241.693784,1234.5,10.2875
K204230,111.6,464.7,107.5,200.717536,683.8,7.12291666666667
K204270,270.599999,327,123.599999,185.119297,721.199998,3.35441859534884
K204290,238.8,439.5,48.5,211.355588,726.8,5.8144
K204300,216.600001,274.800001,83.499999,185.970948,574.900001,4.599200008
K204330,287.399999,281.100001,78,197.484274,646.5,2.6280487804878
K204410,138,506.099999,32.399999,212.705127,676.499998,6.206422
K204550,177,452.100001,25.200001,192.282176,654.300002,2.78425532765957
K204570,216,403.199999,120.500001,199.984478,739.7,2.43322368421053
K204580,171.6,472.500001,59,203.94685,703.100001,4.26121212727273
K204610,186,401.099999,59.4,196.956885,646.499999,3.9907407345679
K204740,108.599999,442.500001,40,185.246264,591.1,3.43662790697674
K204760,298.8,386.7,40.2,182.02058,725.7,3.81947368421053
K204800,193.2,478.499999,37.8,210.119348,709.499999,6.95588234313725
K204870,138.600001,390.3,60,187.190297,588.900001,3.50535714880952
K205070,73.799999,559.200001,57.500001,207.565981,690.500001,4.79513889583333
K205120,180.599999,469.2,47,194.329749,696.799999,2.1911949654088
K205410,324.6,529.2,65.4,231.147088,919.2,2.45775401069519
K205490,652.200001,638.400001,53.500001,210.195958,1344.100003,2.10673981661442
K205570,624.599999,634.5,51.599999,264.386833,1310.699998,1.79302325307798
K205620,410.400001,311.100001,105,267.617824,826.500002,3.37346939591837
K205830,138,601.8,73.8,225.953706,813.6,2.77679180887372
K205930,684,895.5,35.400001,472.497335,1614.900001,2.92554348007246
K205960,439.199999,602.4,34.8,230.111928,1076.399999,2.58749999759615
K206110,552.6,627,89.4,342.126923,1269,4.7
K206130,370.800002,674.1,58,283.617279,1102.900002,1.75341812718601
K206180,429.600001,671.700002,42,350.897878,1143.300003,3.30433526878613
K206240,306.6,450.3,41,254.073684,797.9,2.06709844559585
